,Unnamed: 0,tweet_id,user_username,text,created_at,conversation_id,lang,possibly_sensitive,author_id,source,in_reply_to_user_id,user_verified,user_profile_image_url,user_name,user_protected,user_created_at,user_location,user_description,user_url,user_pinned_tweet_id,retweet_count,like_count,quote_count,user_tweet_count,user_list_count,user_followers_count,user_following_count,sourcetweet_type,sourcetweet_id,sourcetweet_text,Code,sourcetweet_lang,sourcetweet_author_id,Self-organization,SO code,Building community,BC code,Broadening the counterpublic,BtC code,Creating change in math,CCM code,SJEDI,SJEDI code,CODER,all codes,User Name,Display Name,In JMM 2020 Program?,In JMM 2021 Program,Too anonymous to determine,Organization
624,450,1.21821E+18,LoboWithACause,RT @VictorPiercey1: Details: This will be at Leela Cafe from 4:30 to 5:30! Can't wait for this! #SIGMAAJEDI #DisruptJMM,2020-01-17T16:51:02.000Z,1.21821E+18,en,FALSE,1969930824,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1443790216343351298/QhcE4Rzw_normal.jpg,Dr. Belin Tsinnajinnie,FALSE,2013-10-19T01:18:35.000Z,NA,"Diné and Filipino from Na'Neelzhiin, NM | I try to teach math | he/him | Beh-LIN TSIN-Ah-Jin-Ee | a blemish on mathematics",,1.32379E+18,2,0,0,8467,22,1294,1605,retweeted,1.21819E+18,Details: This will be at Leela Cafe from 4:30 to 5:30! Can't wait for this! #SIGMAAJEDI #DisruptJMM https://t.co/2dpCmWGWYN,,en,1451206226,1,strategic planning,1,belonging,1,hashtags,0,,0,,,belonging;hashtags;strategic planning,LoboWithACause,Dr. Belin Tsinnajinnie,TRUE,FALSE,FALSE,FALSE
625,451,1.21821E+18,LoboWithACause,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,2020-01-17T16:49:39.000Z,1.21821E+18,en,FALSE,1969930824,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1443790216343351298/QhcE4Rzw_normal.jpg,Dr. Belin Tsinnajinnie,FALSE,2013-10-19T01:18:35.000Z,NA,"Diné and Filipino from Na'Neelzhiin, NM | I try to teach math | he/him | Beh-LIN TSIN-Ah-Jin-Ee | a blemish on mathematics",,1.32379E+18,7,0,0,8467,22,1294,1605,retweeted,1.21819E+18,#DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,,en,1451206226,1,amplification,1,talk support,1,hashtags,0,,1,indigenous; power,,amplification;hashtags;indigenous;power;talk support,LoboWithACause,Dr. Belin Tsinnajinnie,TRUE,FALSE,FALSE,FALSE
626,454,1.21821E+18,mathyadriana,"RT @siwelwerd: Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with tha…",2020-01-17T16:26:24.000Z,1.21821E+18,en,FALSE,7.76451E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1267652145991618564/rnpdjctF_normal.jpg,Dr. Adriana Salerno Domínguez 🇻🇪,FALSE,2016-09-15T16:01:03.000Z,"Portland, ME","Math prof @BatesCollege. Program Officer (DMS/ANT) @nsf -- views/tweets are my own. Venezuelan, nerd, Jefa. #OnLeaveNotDead #Blacklivesmatter. (She/her)",,NA,14,0,0,5727,71,3107,813,retweeted,1.21804E+18,"Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with that hashtag.",,en,145362163,1,amplification,0,,0,,0,,0,,,amplification,mathyadriana,Dr. Adriana Salerno Domínguez 🇻🇪,TRUE,FALSE,FALSE,FALSE
627,455,1.21821E+18,WanderingPoint,"RT @sbagley: I'd just like to mention that, in an extremely rare turn of events, I've located a space where there actually need to be way m…",2020-01-17T16:26:22.000Z,1.21821E+18,en,FALSE,2932698781,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/574748429361922048/bfEubWru_normal.png,Dr. Wandering Point,FALSE,2014-12-16T19:22:06.000Z,NA,"Mathematician, feminist, hot sauce lover, olive hater. Come at me, bro. (she / her)",,7.86765E+17,5,0,0,7245,46,2587,360,retweeted,1.21818E+18,"I'd just like to mention that, in an extremely rare turn of events, I've located a space where there actually need to be way more straight white dudes, and it's called #DisruptJMM
#JMM2020",,en,22891502,0,,0,,1,hashtags,0,,1,representation; power,,hashtags;power;representation,WanderingPoint,Dr. Wandering Point,FALSE,FALSE,TRUE,FALSE
628,456,1.21821E+18,mathyadriana,"RT @LoboWithACause: ""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the exp…",2020-01-17T16:24:36.000Z,1.21821E+18,en,FALSE,7.76451E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1267652145991618564/rnpdjctF_normal.jpg,Dr. Adriana Salerno Domínguez 🇻🇪,FALSE,2016-09-15T16:01:03.000Z,"Portland, ME","Math prof @BatesCollege. Program Officer (DMS/ANT) @nsf -- views/tweets are my own. Venezuelan, nerd, Jefa. #OnLeaveNotDead #Blacklivesmatter. (She/her)",,NA,7,0,0,5727,71,3107,813,retweeted,1.21811E+18,"""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the experience of @pwr2dppl described here 
https://t.co/rXcVaSxJcY 

where mere twitter conversations with colleagues or walking down a conventional hall are disrupted https://t.co/KW1glttNrP",,en,1969930824,0,,0,,0,,1,jmm experience,1,gender; bipoc,,bipoc;gender;jmm experience,mathyadriana,Dr. Adriana Salerno Domínguez 🇻🇪,TRUE,FALSE,FALSE,FALSE
629,457,1.21821E+18,ef_math,"RT @virtualcourtney: Glad to see the #DisruptJMM work from the sidelines (and taking that energy into the spring semester). Math friends, I…",2020-01-17T16:15:55.000Z,1.21821E+18,en,FALSE,1225276794,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1292137579207438342/cmXXCfBY_normal.jpg,Eddie Fuller,FALSE,2013-02-27T15:22:40.000Z,"Miami, FL","Professor of Mathematics and Director of the Center for Transforming Teaching in Mathematics @FIU. @AAAS_STPF Alum. Data, SpaceTime and Neuroscience nerd.",,NA,1,0,0,6569,33,537,1519,retweeted,1.21815E+18,"Glad to see the #DisruptJMM work from the sidelines (and taking that energy into the spring semester). Math friends, I encourage you to check out the hashtag and follow the people!",,en,13015022,0,,0,,1,virtual participation,0,,0,,,virtual participation,ef_math,Eddie Fuller,FALSE,FALSE,FALSE,FALSE
630,458,1.2182E+18,NewBayes,"RT @mathprofcarrie: ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…",2020-01-17T16:09:19.000Z,1.2182E+18,en,FALSE,9.7487E+17,Twitter for iPad,NA,FALSE,https://pbs.twimg.com/profile_images/974883317597089792/fJNCQwQR_normal.jpg,Dr. Leslie New,FALSE,2018-03-17T04:49:44.000Z,United States,"statistician, ecologist, teacher @UrsinusCollege #rstats she/her",,1.34869E+18,14,0,0,10881,8,768,670,retweeted,1.21786E+18,"""If you think that your right to speech is more important than another human's worth and dignity, then you might want to rethink your stance."" @xl772 on diversity statement editorial letters. #disruptJMM @JointMath #JMM2020 

So proud of my community!!!",,en,31611970,1,amplification,1,talk support,1,influencers,0,,1,representation,,amplification;influencers;representation;talk support,NewBayes,Dr. Leslie New,FALSE,FALSE,FALSE,FALSE
631,461,1.2182E+18,RicciFlat,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,2020-01-17T15:59:19.000Z,1.2182E+18,en,FALSE,9.74732E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1438592516006232071/xFAq0DPJ_normal.jpg,Chiq ☠️,FALSE,2018-03-16T19:38:56.000Z,Sagittarius A*,Thinking about dogs and plants. I fancy K3 surfaces and like black holes and string dualities. Black Lives Matter. Antifascism is for everyone. he/him,,NA,7,0,0,827,2,279,286,retweeted,1.21819E+18,#DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,,en,1451206226,1,amplification,1,talk support,1,hashtags,0,,1,indigenous; power,,amplification;hashtags;indigenous;power;talk support,RicciFlat,Chiq ☠️,FALSE,FALSE,TRUE,FALSE
632,462,1.2182E+18,JointMath,"RT @ClaudioJacobo: “The hard stuff isn’t teaching R.”

Justice takes work, from facing the political history of mathematics to making inten…",2020-01-17T15:58:52.000Z,1.2182E+18,en,FALSE,169210024,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1358882547212681217/dhow78Ff_normal.jpg,Joint Mathematics Meetings,FALSE,2010-07-21T20:21:58.000Z,"Seattle, WA",Bring your research and curiosity and join thousands of people and eleven partner organizations at the largest mathematics gathering in the world.,https://t.co/o4hd1PM62w,NA,4,0,0,6843,162,7471,924,retweeted,1.21799E+18,"“The hard stuff isn’t teaching R.”

Justice takes work, from facing the political history of mathematics to making intentional spaces for discomfort to organizing unions. As teachers, our battle with neoliberalism and racial capitalism is eternal. #DisruptJMM https://t.co/e0QvZigJGw",,en,8.26609E+17,1,amplification,1,talk support,0,,1,math practice,1,representation,,amplification;math practice;representation;talk support,JointMath,Joint Mathematics Meetings,FALSE,FALSE,FALSE,TRUE
633,463,1.2182E+18,JointMath,RT @sbagley: Rad. #DisruptJMM,2020-01-17T15:58:27.000Z,1.2182E+18,und,FALSE,169210024,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1358882547212681217/dhow78Ff_normal.jpg,Joint Mathematics Meetings,FALSE,2010-07-21T20:21:58.000Z,"Seattle, WA",Bring your research and curiosity and join thousands of people and eleven partner organizations at the largest mathematics gathering in the world.,https://t.co/o4hd1PM62w,NA,1,0,0,6843,162,7471,924,retweeted,1.2182E+18,Rad. #DisruptJMM https://t.co/gbFpNxzEIn,,und,22891502,1,amplification,1,talk support,0,,0,,0,,,amplification;talk support,JointMath,Joint Mathematics Meetings,FALSE,FALSE,FALSE,TRUE
634,464,1.2182E+18,JointMath,"RT @blkmathmagic: The SECOND #DisruptJMM slide from @mathprofcarrie
: Math is not neutral

The more there are, the more comfortable I feel…",2020-01-17T15:58:18.000Z,1.2182E+18,en,FALSE,169210024,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1358882547212681217/dhow78Ff_normal.jpg,Joint Mathematics Meetings,FALSE,2010-07-21T20:21:58.000Z,"Seattle, WA",Bring your research and curiosity and join thousands of people and eleven partner organizations at the largest mathematics gathering in the world.,https://t.co/o4hd1PM62w,NA,4,0,0,6843,162,7471,924,retweeted,1.21799E+18,"The SECOND #DisruptJMM slide from @mathprofcarrie
: Math is not neutral

The more there are, the more comfortable I feel in the room ❤️ https://t.co/aiqqvg6SGp",,en,7.65205E+17,1,amplification,1,talk support; belonging,1,influencers,1,humanize,0,,,amplification;belonging;humanize;influencers;talk support,JointMath,Joint Mathematics Meetings,FALSE,FALSE,FALSE,TRUE
635,465,1.2182E+18,JointMath,RT @sbagley: Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so f…,2020-01-17T15:57:26.000Z,1.2182E+18,en,FALSE,169210024,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1358882547212681217/dhow78Ff_normal.jpg,Joint Mathematics Meetings,FALSE,2010-07-21T20:21:58.000Z,"Seattle, WA",Bring your research and curiosity and join thousands of people and eleven partner organizations at the largest mathematics gathering in the world.,https://t.co/o4hd1PM62w,NA,6,0,0,6843,162,7471,924,retweeted,1.21819E+18,Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so far. They're posting their slides later and you should probably look at them. #JMM2020,,en,22891502,1,amplification,1,talk support,1,hashtags,0,,0,,,amplification;hashtags;talk support,JointMath,Joint Mathematics Meetings,FALSE,FALSE,FALSE,TRUE
636,467,1.2182E+18,sbagley,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,2020-01-17T15:54:55.000Z,1.2182E+18,en,FALSE,22891502,Twitter Web App,NA,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,7,0,0,45619,36,2328,442,retweeted,1.21819E+18,#DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,,en,1451206226,1,amplification,1,talk support,1,hashtags,0,,1,indigenous; power,,amplification;hashtags;indigenous;power;talk support,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
637,468,1.2182E+18,maryepilgrim,RT @sbagley: Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so f…,2020-01-17T15:53:29.000Z,1.2182E+18,en,FALSE,8.22869E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1441784808791699457/c2sHYgWa_normal.jpg,Dr. Mary Pilgrim,FALSE,2017-01-21T18:11:21.000Z,"San Diego, CA","Math Education, 🌮 🌮 , Trail-Running, 🐌 and slug appreciation. San Diego State University Dept of Math & Stats. (she, her)",,NA,6,0,0,4180,9,480,457,retweeted,1.21819E+18,Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so far. They're posting their slides later and you should probably look at them. #JMM2020,,en,22891502,1,amplification,1,talk support,1,hashtags,0,,0,,,amplification;hashtags;talk support,maryepilgrim,Dr. Mary Pilgrim,FALSE,FALSE,FALSE,FALSE
638,469,1.2182E+18,WanderingPoint,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,2020-01-17T15:37:10.000Z,1.2182E+18,en,FALSE,2932698781,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/574748429361922048/bfEubWru_normal.png,Dr. Wandering Point,FALSE,2014-12-16T19:22:06.000Z,NA,"Mathematician, feminist, hot sauce lover, olive hater. Come at me, bro. (she / her)",,7.86765E+17,7,0,0,7245,46,2587,360,retweeted,1.21819E+18,#DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,,en,1451206226,1,amplification,1,talk support,1,hashtags,0,,1,indigenous; power,,amplification;hashtags;indigenous;power;talk support,WanderingPoint,Dr. Wandering Point,FALSE,FALSE,TRUE,FALSE
639,470,1.2182E+18,pwr2dppl,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,2020-01-17T15:36:13.000Z,1.2182E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,7,0,0,30431,42,3326,571,retweeted,1.21819E+18,#DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,,en,1451206226,1,amplification,1,talk support,1,hashtags,0,,1,indigenous; power,,amplification;hashtags;indigenous;power;talk support,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
640,471,1.2182E+18,WanderingPoint,RT @sbagley: Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so f…,2020-01-17T15:35:30.000Z,1.2182E+18,en,FALSE,2932698781,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/574748429361922048/bfEubWru_normal.png,Dr. Wandering Point,FALSE,2014-12-16T19:22:06.000Z,NA,"Mathematician, feminist, hot sauce lover, olive hater. Come at me, bro. (she / her)",,7.86765E+17,6,0,0,7245,46,2587,360,retweeted,1.21819E+18,Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so far. They're posting their slides later and you should probably look at them. #JMM2020,,en,22891502,1,amplification,1,talk support,1,hashtags,0,,0,,,amplification;hashtags;talk support,WanderingPoint,Dr. Wandering Point,FALSE,FALSE,TRUE,FALSE
641,474,1.21819E+18,JointMath,RT @VictorPiercey1: @kenandoesmath tells us why teaching math with #CulturallyRelevantPedagogy with #SocialJustice us is important. #JMM202…,2020-01-17T15:27:58.000Z,1.21819E+18,en,FALSE,169210024,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1358882547212681217/dhow78Ff_normal.jpg,Joint Mathematics Meetings,FALSE,2010-07-21T20:21:58.000Z,"Seattle, WA",Bring your research and curiosity and join thousands of people and eleven partner organizations at the largest mathematics gathering in the world.,https://t.co/o4hd1PM62w,NA,1,0,0,6843,162,7471,924,retweeted,1.21819E+18,@kenandoesmath tells us why teaching math with #CulturallyRelevantPedagogy with #SocialJustice us is important. #JMM2020 @JointMath @maanow @amermathsoc #DisruptJMM https://t.co/JAIYPprXhO,,en,1451206226,1,amplification,1,talk support,1,influencers; hashtags,1,math practice,0,,,amplification;hashtags;influencers;math practice;talk support,JointMath,Joint Mathematics Meetings,FALSE,FALSE,FALSE,TRUE
642,477,1.21819E+18,ArcheyDawn,RT @mathprofcarrie: @ArcheyDawn @mathyadriana @diazlopezmath @xl772 @pwr2dppl @LoboWithACause @WanderingPoint @RachelleDeCoste Thanks! 1) A…,2020-01-17T15:18:36.000Z,1.21819E+18,en,FALSE,3301780685,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/603935465306234881/gr8-59XN_normal.jpg,"Dr. Dawn Archey, Ph.D.",FALSE,2015-05-28T14:18:15.000Z,NA,"I'm a math professor @udmdetroit . I like to bring humor, real applications, and social justice issues into the classroom. pronouns: she/her",https://t.co/9ynkLCScsx,NA,2,0,0,951,8,186,347,retweeted,1.21793E+18,"@ArcheyDawn @mathyadriana @diazlopezmath @xl772 @pwr2dppl @LoboWithACause @WanderingPoint @RachelleDeCoste Thanks! 1) Amplify - RT and like things with #disruptJMM 2) Contribute - If you see a talk that references #disruptJMM, tweet about it and 3) Disrupt - Talk about JEDI issues in your own session, no matter what the area of talk! I'm sure others can add ideas :)",,en,31611970,1,activation,1,conversation,0,,0,,1,representation,,activation;conversation;representation,ArcheyDawn,"Dr. Dawn Archey, Ph.D.",TRUE,FALSE,FALSE,FALSE
643,478,1.21819E+18,mathmodeling,"RT @katebelin: @RG1gal, you were quoted many times this morning at @FedericoArdila’s amazing talk on difference, humanity and belonging in…",2020-01-17T15:15:15.000Z,1.21819E+18,en,FALSE,8.24418E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/824438225645268992/0GFSeDLK_normal.jpg,Maria Hernandez,FALSE,2017-01-26T00:44:15.000Z,NA,"High school math teacher. focus: mathematical modeling & providing PD through hands-on problems.
she/her/hers",,NA,4,0,0,2191,14,756,567,retweeted,1.2179E+18,"@RG1gal, you were quoted many times this morning at @FedericoArdila’s amazing talk on difference, humanity and belonging in the mathematics classroom #JMM2020 #DisruptJMM https://t.co/bcyJTgP2n0",,en,15175179,0,,1,talk support; BC impact,1,influencers; hashtags,1,math practice; humanize,0,,,BC impact;hashtags;humanize;influencers;math practice;talk support,mathmodeling,Maria Hernandez,FALSE,FALSE,FALSE,FALSE
644,479,1.21819E+18,maryepilgrim,RT @VictorPiercey1: Hey #DisruptJMM peeps! Tomorrow around 4:30 or 5 a group will be meeting to talk about a possible #SIGMAAJEDI (put toge…,2020-01-17T15:01:10.000Z,1.21819E+18,en,FALSE,8.22869E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1441784808791699457/c2sHYgWa_normal.jpg,Dr. Mary Pilgrim,FALSE,2017-01-21T18:11:21.000Z,"San Diego, CA","Math Education, 🌮 🌮 , Trail-Running, 🐌 and slug appreciation. San Diego State University Dept of Math & Stats. (she, her)",,NA,4,0,0,4180,9,480,457,retweeted,1.218E+18,Hey #DisruptJMM peeps! Tomorrow around 4:30 or 5 a group will be meeting to talk about a possible #SIGMAAJEDI (put together by SIGMAA QL),,en,1451206226,1,strategic planning,0,,0,,0,,0,,,strategic planning,maryepilgrim,Dr. Mary Pilgrim,FALSE,FALSE,FALSE,FALSE
645,481,1.21818E+18,benjamindickman,"RT @LoboWithACause: ""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the exp…",2020-01-17T14:44:15.000Z,1.21818E+18,en,FALSE,84445396,Twitter Web App,NA,FALSE,https://pbs.twimg.com/profile_images/1369348471224995847/_LMgn-qs_normal.jpg,Benjamin Dickman,FALSE,2009-10-22T22:52:04.000Z,NA,"Math Learner/Educator @hewittschool; formerly @AmherstCollege, @FulbrightPrgrm 中国, @TeachersCollege @Columbia @NSFGRFP PhD, @BUWheelock postdoc emeritus; he/him",https://t.co/uGHCyC8q0I,1.44437E+18,7,0,0,28407,43,2529,131,retweeted,1.21811E+18,"""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the experience of @pwr2dppl described here 
https://t.co/rXcVaSxJcY 

where mere twitter conversations with colleagues or walking down a conventional hall are disrupted https://t.co/KW1glttNrP",,en,1969930824,0,,0,,0,,1,jmm experience,1,gender; bipoc,,bipoc;gender;jmm experience,benjamindickman,Benjamin Dickman,FALSE,FALSE,FALSE,FALSE
646,482,1.21818E+18,JointMath,"RT @monsoon0: @LoboWithACause @pwr2dppl In Australia, we acknowledge the indigenous custodianship and law of country of the land on which w…",2020-01-17T14:43:58.000Z,1.21818E+18,en,FALSE,169210024,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1358882547212681217/dhow78Ff_normal.jpg,Joint Mathematics Meetings,FALSE,2010-07-21T20:21:58.000Z,"Seattle, WA",Bring your research and curiosity and join thousands of people and eleven partner organizations at the largest mathematics gathering in the world.,https://t.co/o4hd1PM62w,NA,1,0,0,6843,162,7471,924,retweeted,1.21818E+18,"@LoboWithACause @pwr2dppl In Australia, we acknowledge the indigenous custodianship and law of country of the land on which we meet and pay our respects to those who care for country. What is the right way to do this here @JointMath  @pwr2dppl @LoboWithACause ?#disruptJMM",,en,171782897,1,activation,0,,1,influencers,0,,1,indigenous; learning,,activation;indigenous;influencers;learning,JointMath,Joint Mathematics Meetings,FALSE,FALSE,FALSE,TRUE
647,483,1.21818E+18,logicians,"RT @LoboWithACause: ""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the exp…",2020-01-17T14:37:38.000Z,1.21818E+18,en,FALSE,500171541,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1254107699614150656/hA9Ttab1_normal.jpg,Philosophical Logic,FALSE,2012-02-22T21:39:43.000Z,"Los Angeles, CA","Philosophy, logic, and mathematics. No justice, no peace. Free Palestine 🇵🇸 #ACAB",https://t.co/fFXhnggWKn,9.25536E+17,7,0,0,20080,261,8611,983,retweeted,1.21811E+18,"""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the experience of @pwr2dppl described here 
https://t.co/rXcVaSxJcY 

where mere twitter conversations with colleagues or walking down a conventional hall are disrupted https://t.co/KW1glttNrP",,en,1969930824,0,,0,,0,,1,jmm experience,1,gender; bipoc,,bipoc;gender;jmm experience,logicians,Philosophical Logic,FALSE,FALSE,TRUE,FALSE
648,484,1.21818E+18,timhsuSF,"RT @LoboWithACause: ""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the exp…",2020-01-17T14:31:59.000Z,1.21818E+18,en,FALSE,3299258113,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1219018683260891137/GCGu4KKU_normal.jpg,Tim Hsu,FALSE,2015-07-28T06:29:00.000Z,NA,Teaching math @SJSU.  Opinions (esp. political) mine.  Pronouns he/him.  Textbook on sale now: https://t.co/jOwRc168zq Website: https://t.co/7cU85RYCf3,,1.42343E+18,7,0,0,524,0,74,128,retweeted,1.21811E+18,"""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the experience of @pwr2dppl described here 
https://t.co/rXcVaSxJcY 

where mere twitter conversations with colleagues or walking down a conventional hall are disrupted https://t.co/KW1glttNrP",,en,1969930824,0,,0,,0,,1,jmm experience,1,gender; bipoc,,bipoc;gender;jmm experience,timhsuSF,Tim Hsu,FALSE,FALSE,FALSE,FALSE
649,487,1.21817E+18,pwr2dppl,"RT @LoboWithACause: #DisruptJMM because speaking out can be scary, but can help when you know a community has your back. https://t.co/SV7jc…",2020-01-17T14:06:58.000Z,1.21817E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,1,0,0,30431,42,3326,571,retweeted,1.21811E+18,"#DisruptJMM because speaking out can be scary, but can help when you know a community has your back. https://t.co/SV7jcCCHhs",,en,1969930824,1,amplification,1,emotional support; BC impact,0,,0,,0,,,BC impact;amplification;emotional support,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
650,488,1.21817E+18,pwr2dppl,"RT @LoboWithACause: #DisruptJMM because we need mathematics events that make celebrating our cultures, histories, and communities the new n…",2020-01-17T14:06:48.000Z,1.21817E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,1,0,0,30431,42,3326,571,retweeted,1.21811E+18,"#DisruptJMM because we need mathematics events that make celebrating our cultures, histories, and communities the new norm  https://t.co/YtSuzlpiu3",,en,1969930824,1,amplification; strategic planning,1,thankful,0,,1,math practice,1,representation,,amplification;math practice;representation;strategic planning;thankful,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
651,489,1.21817E+18,pwr2dppl,RT @LoboWithACause: #DisruptJMM because it's a start to hold organizations accountable https://t.co/ZhtMFfcRUF,2020-01-17T14:06:21.000Z,1.21817E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,1,0,0,30431,42,3326,571,retweeted,1.21811E+18,#DisruptJMM because it's a start to hold organizations accountable https://t.co/ZhtMFfcRUF,,en,1969930824,1,strategic planning,0,,0,,0,,0,,,strategic planning,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
