,tweet_id,sourcetweet_id,text,Self-organization,Building community,Broadening the counterpublic,Creating change in math,SJEDI,bipoc,gender,lgbtq,talk support,amplification,influencers,representation,thankful,emotional support,BC impact,SO impact,hashtags,indigenous,advocacy,CC impact,SJEDI impact,belonging,learning,virtual participation,power,math practice,strategic planning,conversation,humanize,allyship in math,math experience,jmm experience,futures,disrupteverything,economic,activation,current events,celebration,troll,beyond,Pre JMM 2020,JMM 2020,Inter JMM,JMM 2021,Post JMMs
975,1219466269394518017,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
976,1219464250537795585,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
977,1219463670184345600,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
978,1219458703826542593,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
979,1219454300314906624,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
980,1219452064444690437,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
981,1219451750370832384,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
982,1219450575604994048,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
983,1219450416678744064,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
984,1219449943527755777,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
985,1219448842137079811,1219448448174432257,"RT @RG1gal: On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
986,1219446882864418817,1219444760940830720,RT @RG1gal: Thanks for sharing!  JMM sounds like it took a turn for the better this year.  #disruptJMM  More of us in maths ed might attend…,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
987,1219442592326340608,1217833040866631681,"RT @WanderingPoint: Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…",True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
988,1219442480929787906,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
989,1219441721353932800,1218887451898347521,RT @VictorPiercey1: Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
990,1219381997904322560,1218887451898347521,RT @VictorPiercey1: Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
991,1219374361875927040,1218617364385845251,"RT @matthematician: “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM https://t.co/QDuUh9q1…",True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
992,1219351530869886976,1218887451898347521,RT @VictorPiercey1: Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
993,1219344402914725888,1218560798605434881,RT @sbagley: Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 @JointMath https://t.co/5CkDrrXR…,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
994,1219334263100919809,1218556303234289666,"RT @sbagley: Full house for @thewordninja_bk's talk ""Mathematics is Not Neutral"" #DisruptJMM @JointMath #JMM2020 https://t.co/0zYCKaSu5E",False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
995,1219325931816472576,1219325753667596289,RT @virtualcourtney: Well put. #DisruptJMM #DisruptMath https://t.co/ikQWAZ2ArR,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
996,1219325409344376839,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
997,1219313370257555456,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
998,1219311632037203968,1218560798605434881,RT @sbagley: Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 @JointMath https://t.co/5CkDrrXR…,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
999,1219310630496284672,1218672011758768129,RT @monsoon0: Then and now: Della Dumbaugh and Hannah Fenster on being a mother and daughter duo of mathematicians #mathmamas #DisruptJMM #…,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1000,1219303671395246080,1218564824398954496,"RT @sbagley: In every class, there is a culture. If you're not being intentional about what you want the culture to be, then you can end up…",False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1001,1219292977614422016,1219262302798729219,"RT @matthematician: ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…",True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1002,1219291981207277568,1218672011758768129,RT @monsoon0: Then and now: Della Dumbaugh and Hannah Fenster on being a mother and daughter duo of mathematicians #mathmamas #DisruptJMM #…,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1003,1219290302910996480,1219262302798729219,"RT @matthematician: ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…",True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1004,1219275242037809152,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1005,1219269456414814208,1219262302798729219,"RT @matthematician: ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…",True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1006,1219264802599600132,1218405563425488896,RT @CKalinecCraig: LOVE the #DisruptJMM tag! Math is not ever neutral!,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1007,1219264654565937158,1219246364393136128,"RT @KristinePelatt: Reading all of the #disruptjmm posts, I’m kind of bummed I didn’t go to JMM this year.",False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1008,1219264612081831937,1218379608069787648,RT @mathprofcarrie: This is for those that aren't here as much as the ones that are here. #disruptJMM,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1009,1219264219352354816,1217980252175007749,RT @ClaudioJacobo: “Remember that data are not neutral.” from @mathprofcarrie’s talk on Calling Bull(shit) with R #disruptJMM https://t.co/…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1010,1219172662582231040,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1011,1219132398060765184,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1012,1219078008570429440,1218560798605434881,RT @sbagley: Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 @JointMath https://t.co/5CkDrrXR…,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1013,1219052730632851457,1218560798605434881,RT @sbagley: Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 @JointMath https://t.co/5CkDrrXR…,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1014,1219052519659274248,1217757336254799878,RT @qsideinstitute: Anyone at @JointMath working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1015,1219028453267255296,1218223980022095872,RT @joshlaison: I love what people are doing to make the Joint Meetings and the mathematical community more inclusive.  We need a lot more.…,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1016,1219021605508210688,1218286452099907585,"RT @monsoon0: What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1017,1219005499666026497,1218608636391579648,RT @DrMRLD: I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1018,1218999605297393664,1218997859791646724,RT @matthematician: This paragraph is a good accompaniment to  @WanderingPoint’s #DisruptJMM #DisruptMath intro this week. https://t.co/Gic…,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1019,1218988121066332160,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1020,1218979699893735425,1218940709782208512,RT @malagonmath: I didn’t have a talk w slides so here’s my #DisruptJMM statement: Support matters. We have a real say in who stays and who…,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1021,1218979412101611520,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1022,1218978730489442304,1218561074821304323,RT @susan_dagostino: A favorite #JMM2020 photo illustrates the joyfulness of Dr. Ulrica Wilson (@Morehouse math prof) &amp; Dr. Karoline Pershe…,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1023,1218977179133972482,1218617364385845251,"RT @matthematician: “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM",True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1024,1218974788305199105,1218947588713480192,"RT @DrMRLD: I’m heading to the airport, so I suppose #JMM2020 is really over. This was my favorite JMM ever. By far. Thank you @xanderfaber…",False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1025,1218972714477682688,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1026,1218972033893249028,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1027,1218943707573030915,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1028,1218939311476957189,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1029,1218923524628328448,1218887451898347521,RT @VictorPiercey1: Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1030,1218923022570217474,1218887451898347521,RT @VictorPiercey1: Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1031,1218913546064617473,1218556303234289666,"RT @sbagley: Full house for @thewordninja_bk's talk ""Mathematics is Not Neutral"" #DisruptJMM @JointMath #JMM2020 https://t.co/0zYCKaSu5E",False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1032,1218911724297830407,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1033,1218900807787122694,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1034,1218899799384186881,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1035,1218898827823996929,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1036,1218894733684113408,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1037,1218892730891493377,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1038,1218873394768289792,1218672011758768129,RT @monsoon0: Then and now: Della Dumbaugh and Hannah Fenster on being a mother and daughter duo of mathematicians #mathmamas #DisruptJMM #…,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1039,1218872103761514496,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1040,1218868083483447296,1218557490838822912,RT @sbagley: The stereotype of a mathematician is lawful neutral. BK identifies as chaotic good. #DisruptJMM,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1041,1218826641180368898,1218539796592644097,RT @WanderingPoint: Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1042,1218810464617951237,1218685944284446721,RT @AliciaPL25: #JMM2020 is a busy time. But one has to make time for things that feed your soul. @FedericoArdila talk was my souls dessert…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1043,1218792275448356864,1218685944284446721,RT @AliciaPL25: #JMM2020 is a busy time. But one has to make time for things that feed your soul. @FedericoArdila talk was my souls dessert…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1044,1218788061397602305,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1045,1218787555979612163,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1046,1218786253081960450,1218685944284446721,RT @AliciaPL25: #JMM2020 is a busy time. But one has to make time for things that feed your soul. @FedericoArdila talk was my souls dessert…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1047,1218785640097017856,1218685944284446721,RT @AliciaPL25: #JMM2020 is a busy time. But one has to make time for things that feed your soul. @FedericoArdila talk was my souls dessert…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1048,1218783534619426817,1218783004560187393,"RT @benjamindickman: Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1049,1218782738276323328,1218568883294089216,"RT @KyJMD: I'm so glad for #disruptJMM and to see established mathematicians speaking up

Too often, harassing or inappropriate behavior fr…",True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1050,1218772387757510657,1218562793449934860,RT @MattBoelkins: @thewordninja_bk “Privilege makes all of the structures and efforts needed to keep itself in place invisible ... at least…,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1051,1218767991636135936,1218766319182602241,"RT @mathprofcarrie: @BikeMath @pwr2dppl @thewordninja_bk I've heard rumors that JMM might mean January math meetings, so we can still use #…",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1052,1218765890830749696,1218562793449934860,RT @MattBoelkins: @thewordninja_bk “Privilege makes all of the structures and efforts needed to keep itself in place invisible ... at least…,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1053,1218765699075788800,1218405563425488896,RT @CKalinecCraig: LOVE the #DisruptJMM tag! Math is not ever neutral!,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1054,1218765448990351361,1218557490838822912,RT @sbagley: The stereotype of a mathematician is lawful neutral. BK identifies as chaotic good. #DisruptJMM,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1055,1218765294371512320,1218560798605434881,RT @sbagley: Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 @JointMath https://t.co/5CkDrrXR…,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1056,1218765174552829952,1218561074821304323,RT @susan_dagostino: A favorite #JMM2020 photo illustrates the joyfulness of Dr. Ulrica Wilson (@Morehouse math prof) &amp; Dr. Karoline Pershe…,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
